5.R String Id,5.2 String Id
textMiscUnitsDonorVitalsWeightKg,DCL_TEXT_DONV_WEIGHT_UNITS_KG_BTN
textMiscLabelDonorVitalsTbv,DCL_TEXT_DONV_TBV_LABEL
textButtonGiantDonorInfoBloodType,DCL_TEXT_DONI_DONOR_BLOOD_TYPE_BTN
textButtonGiantDonorInfoCrit,DCL_TEXT_DONI_DONOR_HEMATOCRIT_BTN
textButtonGiantDonorInfoPltPrecount,DCL_TEXT_DONI_DONOR_PLATELET_PRECOUNT_BTN
textButtonLongConfirmDonorInfo,DCL_TEXT_DONI_CONFIRM_HCT_BTN
textMiscUnitsDonorInfoHematocrit,DCL_TEXT_DONI_HEMATOCRIT_UNITS_BTN
textMiscUnitsDonorInfoPltPrecount,DCL_TEXT_DONI_PLATELET_PRECOUNT_UNITS_BTN
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_DONI_TIME_UNITS
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_DONI_TIME_INIT
textButtonKeypadClear,DCL_TEXT_KPAD_CLEAR
textButtonKeypad9,DCL_TEXT_KPAD_9
textButtonKeypad8,DCL_TEXT_KPAD_8
textButtonKeypad7,DCL_TEXT_KPAD_7
textButtonKeypad6,DCL_TEXT_KPAD_6
textButtonKeypad5,DCL_TEXT_KPAD_5
textButtonKeypad4,DCL_TEXT_KPAD_4
textButtonKeypad3,DCL_TEXT_KPAD_3
textButtonKeypad2,DCL_TEXT_KPAD_2
textButtonKeypad1,DCL_TEXT_KPAD_1
textButtonKeypad0,DCL_TEXT_KPAD_0
textButtonKeypadBloodTypeAbPos,DCL_TEXT_KPAD_AB_POS
textButtonKeypadBloodTypeBPos,DCL_TEXT_KPAD_B_POS
textButtonKeypadBloodTypeAPos,DCL_TEXT_KPAD_A_POS
textButtonKeypadBloodTypeAbNeg,DCL_TEXT_KPAD_AB_NEG
textButtonKeypadBloodTypeBNeg,DCL_TEXT_KPAD_B_NEG
textButtonKeypadBloodTypeANeg,DCL_TEXT_KPAD_A_NEG
textButtonKeypadBloodTypeOPos,DCL_TEXT_KPAD_O_POS
textButtonKeypadBloodTypeONeg,DCL_TEXT_KPAD_O_NEG
textButtonKeypadEnter,DCL_TEXT_KPAD_ENTER
textEmptyFormatKeypadUsrEntryInit,DCL_TEXT_BLANK
textKeypadUnitsFeet,DCL_TEXT_KPAD_HEIGHT_UNITS_FEET_US
textKeypadUnitsInches,DCL_TEXT_KPAD_HEIGHT_UNITS_INCHES_US
textKeypadUnitsCm,DCL_TEXT_KPAD_HEIGHT_UNITS_CM
textKeypadUnitsLbs,DCL_TEXT_KPAD_WEIGHT_UNITS_US
textKeypadUnitsKg,DCL_TEXT_KPAD_WEIGHT_UNITS
textKeypadUnitsCrit,DCL_TEXT_KPAD_HEMATOCRIT_UNITS
textKeypadUnitsPltPrecount,DCL_TEXT_KPAD_PLATELET_PRECOUNT_UNITS
textKeypadUnitsTime,DCL_TEXT_KPAD_TIME_UNITS
textButtonLongRunComplete,DCL_TEXT_RUN_COMPLETE_BTN
textDataUnitsRunProcEstPltYield,DCL_TEXT_RUN_PLATELET_ESTIMATE_UNITS
textDataUnitsRunProcEstPltYieldExponent,DCL_TEXT_RUN_PLATELET_EST_EXP_UNITS
textDataUnitsRunProcCurrentPltYield,DCL_TEXT_RUN_PLATELET_CURRENT_UNITS
textDataUnitsRunProcCurrentPltYieldExponent,DCL_TEXT_RUN_PLATELET_CUR_EXP_UNITS
textDataUnitsRunProcTime,DCL_TEXT_RUN_TIME_UNITS
textDataUnitsRunProcTimeAm,DCL_TEXT_RUN_TIME_UNITS_AM
textDataUnitsRunProcTimePm,DCL_TEXT_RUN_TIME_UNITS_PM
textDataUnitsRunProcTimeDelim,DCL_TEXT_RUN_TIME_UNITS_DELIM
textMiscRunProcStatusDraw,DCL_TEXT_PRESSURE_STATUS_DRAW
textMiscRunProcStatusReturn,DCL_TEXT_PRESSURE_STATUS_RETURN
textMiscRunProcPressureLabel,DCL_TEXT_RUN_PRESSURE_LABEL
textMiscRunProcProductLabelPlt,DCL_TEXT_RUN_PLATELETS_LABEL
textMiscRunProcProductLabelPlasma,DCL_TEXT_RUN_PLASMA_LABEL
textStatRunComplete,DCL_TEXT_RUN_COMPLETE_LABEL
textEmptyFormatRunDrawReturnInit,DCL_TEXT_BLANK
textMiscRunProcInitPltEst,DCL_TEXT_RUN_PLATELETS_EST_INIT
textMiscRunProcInitPltEstExponent,DCL_TEXT_RUN_UNITS_11TH_POWER_EST_INIT
textMiscRunProcInitPltCurrent,DCL_TEXT_RUN_PLATELETS_CUR_INIT
textMiscRunProcInitPltCurrentExponent,DCL_TEXT_RUN_UNITS_11TH_POWER_CUR_INIT
textEmptyFormatRunDonationTimeLeftInit,DCL_TEXT_BLANK
textEmptyFormatRunDonationTimeMidInit,DCL_TEXT_BLANK
textEmptyFormatRunDonationTimeRightInit,DCL_TEXT_BLANK
textButtonAdjustSpillover,DCL_TEXT_ADJ_SPILLOVER_BTN
textButtonAdjustAirInPlasma,DCL_TEXT_ADJ_AIR_IN_PLASMA_BTN
textDataUnitsAdjustTime,DCL_TEXT_ADJ_TIME_UNITS
textMiscAdjustMeterLabelDraw,DCL_TEXT_ADJ_DRAW_LABEL
textMiscAdjustMeterLabelReturn,DCL_TEXT_ADJ_RETURN_LABEL
textMiscAdjustMeterLabelAcReaction,DCL_TEXT_ADJ_AC_REACTION_LABEL
textMiscAdjustMeterLabelClumping,DCL_TEXT_ADJ_CLUMPING_LABEL
textMiscAdjustDonationTimeRemaining,DCL_TEXT_ADJ_DONATION_TIME_REM_LABEL
textMiscAdjustTimeInit,DCL_TEXT_ADJ_TIME_INIT
textButtonAlarmContinue,DCL_TEXT_ALARM_CONTINUE_BTN
textButtonAlarmRinseback,DCL_TEXT_ALARM_RINSEBACK_BTN
textButtonAlarmExit,DCL_TEXT_ALARM_EXIT_BTN
textButtonLongAlarmMoreInfo,DCL_TEXT_ALARM_MORE_INFO_BTN
textButtonAlarmDisabledContinue,DCL_TEXT_ALARM_CONTINUE_DISABLED_BTN
textEmptyFormatAlarmBmpDisplay,DCL_TEXT_BLANK
textEmptyFormatAlarmNoBmpDisplay,DCL_TEXT_BLANK
textMiscCfgMaxValue,DCL_TEXT_CFG_MAX_VALUE
textMiscCfgMinValue,DCL_TEXT_CFG_MIN_VALUE
textCfgScreenLabelMainMenu,DCL_TEXT_CONFIG_MAIN_MENU
textCfgScreenLabelMach,DCL_TEXT_MACHINE
textCfgScreenLabelLang,DCL_TEXT_CONFIG_LANGUAGE
textCfgScreenLabelPls,DCL_TEXT_PLASMA
textCfgScreenLabelPlt,DCL_TEXT_PLATELET
textCfgScreenLabelProc,DCL_TEXT_PROCEDURE
textCfgScreenLabelDonor,DCL_TEXT_DONOR
TEXT_PRIORITY,DCL_TEXT_PRIORITY
textCfgScreenLabelPrio,DCL_TEXT_PRIORITY_SUB
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_SERVICE
textCfgScreenLabelRbc,DCL_TEXT_RBC
textButtonLongConfigExit,DCL_TEXT_EXIT
textButtonLongConfigReturnToMainMenu,DCL_TEXT_RETURN
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_ALARM_VOLUME
textButtonLabelCfgLeftLangLanguage,DCL_TEXT_CFG_LANG_LANGUAGE
textButtonLabelCfgLeftLangHeight,DCL_TEXT_CFG_LANG_HEIGHT
textButtonLabelCfgLeftLangWeight,DCL_TEXT_CFG_LANG_WEIGHT
TEXT_CFG_LANG_ENGLISH,DCL_TEXT_CFG_LANG_ENGLISH
TEXT_CFG_LANG_GERMAN,DCL_TEXT_CFG_LANG_GERMAN
TEXT_CFG_LANG_FRENCH,DCL_TEXT_CFG_LANG_FRENCH
TEXT_CFG_LANG_SPANISH,DCL_TEXT_CFG_LANG_SPANISH
TEXT_CFG_LANG_JAPANESE,DCL_TEXT_CFG_LANG_JAPANESE
TEXT_CFG_LANG_ITALIAN,DCL_TEXT_CFG_LANG_ITALIAN
TEXT_CFG_LANG_PORTUGUESE,DCL_TEXT_CFG_LANG_PORTUGUESE
TEXT_CFG_LANG_SWEDISH,DCL_TEXT_CFG_LANG_SWEDISH
TEXT_CFG_LANG_KOREAN,DCL_TEXT_CFG_LANG_KOREAN
TEXT_CFG_LANG_RUSSIAN,DCL_TEXT_CFG_LANG_RUSSIAN
TEXT_CFG_LANG_CZECH,DCL_TEXT_CFG_LANG_CZECH
TEXT_CFG_LANG_POLISH,DCL_TEXT_CFG_LANG_POLISH
TEXT_CFG_LANG_CHINESE,DCL_TEXT_CFG_LANG_CHINESE
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_CFG_LANG_GREEK
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_CFG_LANG_TURKISH
textListboxItemCfgWeightKg,DCL_TEXT_CFG_WEIGHT_KG
textListboxItemCfgWeightLb,DCL_TEXT_CFG_WEIGHT_LB
textListboxItemCfgHeightMetric,DCL_TEXT_CFG_HEIGHT_CENTI
textListboxItemCfgHeightEnglish,DCL_TEXT_CFG_HEIGHT_FT
textButtonLabelCfgLeftMachDateFmt,DCL_TEXT_CFG_LANG_DATE
textListboxItemCfgDateMonth,DCL_TEXT_CFG_DATE_MONTH
textListboxItemCfgDateYear,DCL_TEXT_CFG_DATE_YEAR
textButtonLabelCfgLeftMachTimeFmt,DCL_TEXT_CFG_LANG_TIME_FORMAT
textButtonLabelCfgLeftLangDecDelim,DCL_TEXT_CFG_LANG_DECIMAL_DELIMITER
textListboxItemCfgDecDelimComma,DCL_TEXT_CFG_DECIMAL_DELIMITER_COMMA
textListboxItemCfgDecDelimDec,DCL_TEXT_CFG_DECIMAL_DELIMITER_DECIMAL
textButtonLabelCfgLeftProcTime,DCL_TEXT_CFG_PROC_PROCEDURE_TIME
textButtonLabelCfgLeftProcReturnPressure,DCL_TEXT_CFG_PROC_RETURN_PRESS
textButtonLabelCfgLeftProcDrawPressure,DCL_TEXT_CFG_PROC_DRAW_PRESS
textButtonLabelCfgLeftDonAcRate,DCL_TEXT_CFG_DONOR_AC_RATE
textListboxItemCfgAcRateSlow,DCL_TEXT_CFG_AC_RATE_SLOW
textListboxItemCfgAcRateModerate,DCL_TEXT_CFG_AC_RATE_MODERATE
textListboxItemCfgAcRateFast,DCL_TEXT_CFG_AC_RATE_FAST
textButtonCfgTbvSetting,DCL_TEXT_CFG_TBV_SETTING
textButtonCfgVolSetting,DCL_TEXT_CFG_VOLUME_SETTING
textButtonCfgDonTbvPercent,DCL_TEXT_CFG_DONOR_TBV_PERCENT
textButtonLabelCfgLeftPltYsf,DCL_TEXT_CFG_PLATE_YSF
textCfgRowLabelCfgPrio1,DCL_TEXT_CFG_ADJ_PROCEDURE_A
textCfgRowLabelCfgPrio2,DCL_TEXT_CFG_ADJ_PROCEDURE_B
textCfgRowLabelCfgPrio3,DCL_TEXT_CFG_ADJ_PROCEDURE_C
textCfgRowLabelCfgPrio4,DCL_TEXT_CFG_ADJ_PROCEDURE_D
textCfgRowLabelCfgPrio5,DCL_TEXT_CFG_ADJ_PROCEDURE_E
textCfgRowLabelCfgPrio6,DCL_TEXT_CFG_ADJ_PROCEDURE_F
textCfgRowLabelCfgPrio7,DCL_TEXT_CFG_ADJ_PROCEDURE_G
textCfgRowLabelCfgPrio8,DCL_TEXT_CFG_ADJ_PROCEDURE_H
textCfgRowLabelCfgPrio9,DCL_TEXT_CFG_ADJ_PROCEDURE_I
textCfgRowLabelCfgPrio10,DCL_TEXT_CFG_ADJ_PROCEDURE_J
textCfgRowLabelCfgPrio11,DCL_TEXT_CFG_ADJ_PROCEDURE_K
textCfgRowLabelCfgPrio12,DCL_TEXT_CFG_ADJ_PROCEDURE_L
textCfgRowLabelCfgPrio13,DCL_TEXT_CFG_ADJ_PROCEDURE_M
textCfgRowLabelCfgPrio14,DCL_TEXT_CFG_ADJ_PROCEDURE_N
textCfgRowLabelCfgPrio15,DCL_TEXT_CFG_ADJ_PROCEDURE_O
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_CFG_ADJ_NONE
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_CFG_ADJ_LOW
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_CFG_ADJ_MED
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_CFG_ADJ_HIGH
textListboxItemCfgAdjPossible,DCL_TEXT_CFG_ADJ_POSSIBLE
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_CFG_ADJ_YES
textCfgColLabelCfgPrioPlt,DCL_TEXT_CFG_ADJ_PLATE
textCfgColLabelCfgPrioPls,DCL_TEXT_CFG_ADJ_PLASM
textCfgColLabelCfgPrioRbc,DCL_TEXT_CFG_ADJ_RBC
textCfgColLabelCfgPrioTime,DCL_TEXT_CFG_ADJ_TIME
textMiscBloodTypeAbPos,DCL_TEXT_CFG_BLOOD_TYPE_AB_POS
textMiscBloodTypeAbNeg,DCL_TEXT_CFG_BLOOD_TYPE_AB_NEG
textMiscBloodTypeAPos,DCL_TEXT_CFG_BLOOD_TYPE_A_POS
textMiscBloodTypeANeg,DCL_TEXT_CFG_BLOOD_TYPE_A_NEG
textMiscBloodTypeBPos,DCL_TEXT_CFG_BLOOD_TYPE_B_POS
textMiscBloodTypeBNeg,DCL_TEXT_CFG_BLOOD_TYPE_B_NEG
textMiscBloodTypeOPos,DCL_TEXT_CFG_BLOOD_TYPE_O_POS
textListboxItemCfgBloodTypeOn,DCL_TEXT_CFG_BLOOD_TYPE_O_NEG
textEmptyFormatCfgNumericTextFormatNull,DCL_TEXT_EMPTY
textButtonLabelCfgLeftMachAudio,DCL_TEXT_AUDIO
textListboxItemCfgMachLow,DCL_TEXT_CFG_MACH_LOW
textListboxItemCfgMachMed,DCL_TEXT_CFG_MACH_MED
textListboxItemCfgMachHigh,DCL_TEXT_CFG_MACH_HIGH
textStatAlarmPrimeTooSoon,DCL_TEXT_PRIME_TOO_SOON_STAT
textStatAlarmApsLow02,DCL_TEXT_ACCESS_PRESSURE_TOO_LOW_STAT_02
textStatAlarmInletPressureFailure01,DCL_TEXT_FAILURE_TO_PRESSURIZE_INLET_STAT_01
textStatAlarmApsLow03,DCL_TEXT_ACCESS_PRESSURE_TOO_LOW_STAT_03
textAlarmBodyNoGraphicAcOnDuringReturn,DCL_TEXT_AC_ON_DURING_RETURN
textAlarmBodyWithGraphicAcLevel01,DCL_TEXT_AC_LEVEL_ALERT_01
textAlarmBodyNoGraphicDonorAir,DCL_TEXT_DONOR_AIR_ALARM
textStatAlarmInletPressureFailure02,DCL_TEXT_FAILURE_TO_PRESSURIZE_INLET_STAT_02
textStatAlarmApsLow04,DCL_TEXT_ACCESS_PRESSURE_TOO_LOW_STAT_04
textAlarmBodyWithGraphicAcLevel02,DCL_TEXT_AC_LEVEL_ALERT_02
textAlarmBodyNoGraphicFirstCycleEarly,DCL_TEXT_FIRST_CYCLE_SEEN_TO_SOON_ALERT
textStatAlarmInletPressureFailure03,DCL_TEXT_FAILURE_TO_PRESSURIZE_INLET_STAT_03
textAlarmBodyWithGraphicAcLevel03,DCL_TEXT_AC_LEVEL_ALERT_03
textStatAlarmCassetteFailure01,DCL_TEXT_CASSETTE_FAILURE_STAT_01
textAlarmBodyNoGraphicCentrifugeOverspeed,DCL_TEXT_CENTRIFUGE_OVERSPEED_ALERT
textStatAlarmApsLow05,DCL_TEXT_ACCESS_PRESSURE_TOO_LOW_STAT_05
textAlarmBodyNoGraphicDrawCycleSmall,DCL_TEXT_FIRST_DRAW_CYCLE_TOO_SMALL
textStatAlarmInletPressureFailure04,DCL_TEXT_FAILURE_TO_PRESSURIZE_INLET_STAT_04
textAlarmBodyNoGraphicInvalidStateTransition,DCL_TEXT_STATE_TRANSITION_INVALID
textStatAlarmCassetteMovementFailure,DCL_TEXT_FAILURE_TO_MOVE_CASSETTE_STAT
textAlarmBodyNoGraphic12vLow,DCL_TEXT__12V_TOO_LOW
textAlarmBodyNoGraphicSafetyRecyclePower,DCL_TEXT_SAFETY_RECYCLE_POWER_ALARM
textStatAlarmLowLevelLate,DCL_TEXT_LOW_LEVEL_SENSOR_SEEN_TOO_LATE_FAILURE_STAT
textAlarmBodyWithGraphicPressurizeInletFailure02,DCL_TEXT_FAILURE_TO_PRESSURIZE_INLET_02
textStatAlarmCassetteNotDown,DCL_TEXT_CASSETTE_NOT_DOWN_STAT
textAlarmBodyNoGraphicPwrSwitch24vFailure,DCL_TEXT_PWR_SWITCH_24V_FAILED
textAlarmBodyWithGraphicPressurizeInletFailure03,DCL_TEXT_FAILURE_TO_PRESSURIZE_INLET_03
textAlarmBodyWithGraphicCassetteFailure01,DCL_TEXT_CASSETTE_FAILURE_01
textAlarmBodyNoGraphicDonorHeightLow,DCL_TEXT_DONOR_HEIGHT_TOO_LOW
textAlarmBodyNoGraphicSafetyT1Failure,DCL_TEXT_SAFETY_T1_FAILURE
textStatAlarmProcedureModified,DCL_TEXT_PROCEDURE_MODIFIED_STAT
textStatAlarmDonorPrecountRangeError,DCL_TEXT_DONOR_PRECOUNT_RANGE_ERROR_STAT
textAlarmBodyNoGraphic24vLow,DCL_TEXT__24V_TOO_LOW
textAlarmBodyNoGraphicDonorHeightHigh,DCL_TEXT_DONOR_HEIGHT_TOO_HIGH
textStatAlarmAcPumpMovement,DCL_TEXT_INAPPROPRIATE_AC_PUMP_MOVEMENT_STAT
textAlarmBodyNoGraphicDonorWeightLow,DCL_TEXT_DONOR_WEIGHT_TOO_LOW
textAlarmBodyNoGraphicReturnPumpSpeedRb,DCL_TEXT_RETURN_PUMP_SPEED_ALARM_RB
textAlarmBodyNoGraphicCpsShutdownFailure,DCL_TEXT_CENTRIFUGE_SHUTDOWN_FAILURE
textStatAlarmCentrifugeOverspeed,DCL_TEXT_CENTRIFUGE_OVERSPEED_ALERT_STAT
textStatAlarmResFailure,DCL_TEXT_RESERVOIR_FAILED_T0_STAT
textStatAlarmCentrifugeHardwareFailure,DCL_TEXT_CENTRIFUGE_HARDWARE_FAILURE_STAT
textAlarmBodyWithGraphicSpilloverDetected,DCL_TEXT_SPILLOVER_DETECTED
textStatAlarmAcLevel00,DCL_TEXT_AC_LEVEL_ALERT_STAT
textAlarmBodyNoGraphicValveLedError,DCL_TEXT_VALVE_LED_ERROR
textAlarmBodyNoGraphicPrimeEarly,DCL_TEXT_PRIME_TOO_SOON
textAlarmBodyNoGraphicPauseSwFailure,DCL_TEXT_PAUSE_SW_FAILED
textAlarmBodyNoGraphicCassetteMovement,DCL_TEXT_INNAPROPRIATE_CASSETTE_MOVEMENT
textAlarmBodyNoGraphicDonorTbvHigh,DCL_TEXT_DONOR_TBV_TOO_HIGH
textAlarmBodyNoGraphicCentrifugeHardwareFailure,DCL_TEXT_CENTRIFUGE_HARDWARE_FAILURE
textStatAlarm64vTooHigh,DCL_TEXT__64V_TOO_HIGH_STAT
textStatAlarmLowLevelPriorToExpected,DCL_TEXT_LOW_LEVEL_DETECTED_PRIOR_TO_EXPECTED_STAT
textAlarmBodyNoGraphicDrawCycleBig,DCL_TEXT_DRAW_CYCLE_TOO_BIG
textAlarmBodyNoGraphicAcPriorToAcPrime,DCL_TEXT_AC_DETECTED_PRIOR_TO_AC_PRIME_FAILURE
textAlarmBodyNoGraphicTbvUnitsUnknown,DCL_TEXT_TBV_UNITS_UNKNOWN
textAlarmBodyWithGraphicUnloadingBadSetPosition,DCL_TEXT_UNLOADING_BAD_CASSETTTE_POSITION
textStatAlarmResDrawAlert00,DCL_TEXT_RESERVOIR_DRAW_ALERT_STAT
textStatAlarmPwrSwitch64vFailure,DCL_TEXT_PWR_SWITCH_64V_FAILED_STAT
textStatAlarmPwrSwitch24vFailure,DCL_TEXT_PWR_SWITCH_24V_FAILED_STAT
textAlarmBodyNoGraphicLowLevelLate,DCL_TEXT_LOW_LEVEL_SENSOR_SEEN_TOO_LATE_FAILURE
textStatAlarmDisconnectError01,DCL_TEXT_DISCONNECT_TEST_ALERT_STAT_01
textAlarmBodyNoGraphicDonorHctRange,DCL_TEXT_DONOR_HCT_RANGE_ERROR
textStatAlarmDisconnectError02,DCL_TEXT_DISCONNECT_TEST_ALERT_STAT_02
textStatAlarmDonorWeightLow,DCL_TEXT_DONOR_WEIGHT_TOO_LOW_STAT
textStatAlarmDisconnectError03,DCL_TEXT_DISCONNECT_TEST_ALERT_STAT_03
textStatAlarmAcPrimeInletFailure,DCL_TEXT_AC_PRIME_FAILURE_STAT
textStatAlarmSafetyRecyclePower,DCL_TEXT_SAFETY_RECYCLE_POWER_ALARM_STAT
textStatAlarmMinus12vLow,DCL_TEXT_minus12V_TOO_LOW_STAT
textStatAlarmMinus12vHigh,DCL_TEXT_minus12V_TOO_HIGH_STAT
textAlarmBodyWithGraphicResReturn01,DCL_TEXT_RESERVOIR_RETURN_ALERT_01
textStatAlarm1stCycleLate,DCL_TEXT_FIRST_CYCLE_SEEN_TO_LATE_ALERT_STAT
textStatAlarmLeakTestFailure,DCL_TEXT_LEAK_TEST_FAILURE_STAT
textStatAlarmValveHardwareFailure,DCL_TEXT_VALVE_HARDWARE_FAILURE_STAT
textAlarmBodyNoGraphicPltHallHigh,DCL_TEXT_PLATELET_PUMP_HALL_TOO_BIG
textStatAlarm12vTooLow,DCL_TEXT__12V_TOO_LOW_STAT
textAlarmBodyNoGraphicPltOutOfPosition,DCL_TEXT_PLATELET_OUT_OF_POSITION
textStatAlarmCentSpinDoorNotLocked,DCL_TEXT_DOOR_NOT_LOCKED_CENTRIFUGE_SPINNING_STAT
textStatAlarmReservoirAlert,DCL_TEXT_RESERVOIR_ALERT_STAT
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_RBC_COLLECT_VOLUME_TOO_HIGH_ALARM
textAlarmBodyNoGraphicLowLevelEarly,DCL_TEXT_LOW_LEVEL_SENSOR_SEEN_TOO_SOON_FAILURE
textStatAlarmCassetteFailure00,DCL_TEXT_CASSETTE_FAILURE_STAT
textAlarmBodyWithGraphicAcLevel00,DCL_TEXT_AC_LEVEL_ALERT
textAlarmBodyNoGraphicPwrSwitch64vFailure,DCL_TEXT_PWR_SWITCH_64V_FAILED
textStatAlarmLeakDetectorFailure,DCL_TEXT_LEAK_DETECT_ERROR_FAILURE_STAT
textStatAlarmDisconnectError00,DCL_TEXT_DISCONNECT_TEST_ALERT_STAT
textStatAlarmValveTestFailure,DCL_TEXT_VALVE_TEST_FAILURE_STAT
textAlarmBodyWithGraphicResAlert,DCL_TEXT_RESERVOIR_ALERT
textStatAlarmCpsHigh01,DCL_TEXT_CENTRIFUGE_PRESSURE_TOO_HIGH_STAT_01
textAlarmBodyNoGraphicCentrifugeError,DCL_TEXT_CENTRIFUGE_ERROR
textStatAlarmCpsHigh02,DCL_TEXT_CENTRIFUGE_PRESSURE_TOO_HIGH_STAT_02
textStatAlarmDoorLatchFailure,DCL_TEXT_DOOR_LATCH_FAILURE_STAT
textAlarmBodyNoGraphicSwFault,DCL_TEXT_SW_FAULT
textAlarmBodyNoGraphicStopSwFailed,DCL_TEXT_STOP_SW_FAILED
textStatAlarmCpsHigh03,DCL_TEXT_CENTRIFUGE_PRESSURE_TOO_HIGH_STAT_03
textStatAlarmDrawCycleLong,DCL_TEXT_DRAW_CYCLE_TOO_BIG_STAT
textStatAlarmPltPumpPosition,DCL_TEXT_PLATELET_OUT_OF_POSITION_STAT
textAlarmBodyNoGraphicMinus12vHigh,DCL_TEXT_minus12V_TOO_HIGH
textAlarmBodyNoGraphicCentrifugeOverspeedFailure,DCL_TEXT_CENTRIFUGE_OVERSPEED
textAlarmBodyNoGraphicReturnHallHigh,DCL_TEXT_RETURN_PUMP_HALL_TOO_BIG
textAlarmBodyNoGraphicRbcDetectorCal,DCL_TEXT_RBC_DETECTOR_CAL_FAILURE
textStatAlarmPlasmaValveFailure,DCL_TEXT_PLASMA_VALVE_FAILURE_STAT
textStatAlarmApsHigh01,DCL_TEXT_ACCESS_PRESSURE_TOO_HIGH_STAT_01
textAlarmBodyNoGraphic12vHigh,DCL_TEXT__12V_TOO_HIGH
textAlarmBodyNoGraphicAcRatioLow,DCL_TEXT_AC_RATIO_TOO_LOW_ALARM
textStatAlarmHypovolemia,DCL_TEXT_HYPOVOLEMIA_ALERT_STAT
textAlarmBodyNoGraphicCassetteNotDown,DCL_TEXT_CASSETTE_NOT_DOWN
textStatAlarmCentrifugeOverspeedFailure,DCL_TEXT_CENTRIFUGE_OVERSPEED_STAT
textStatAlarmApsHigh02,DCL_TEXT_ACCESS_PRESSURE_TOO_HIGH_STAT_02
textStatAlarmAcLevel01,DCL_TEXT_AC_LEVEL_ALERT_STAT_01
textStatAlarmApsHigh03,DCL_TEXT_ACCESS_PRESSURE_TOO_HIGH_STAT_03
textStatAlarmAcLevel02,DCL_TEXT_AC_LEVEL_ALERT_STAT_02
textStatAlarmApsHigh04,DCL_TEXT_ACCESS_PRESSURE_TOO_HIGH_STAT_04
textStatAlarmAcLevel03,DCL_TEXT_AC_LEVEL_ALERT_STAT_03
textStatAlarmMotorHardwareFailure,DCL_TEXT_MOTOR_HARDWARE_FAILURE_STAT
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_COUNT_PRODUCT
textAlarmBodyNoGraphicMinus12vLow,DCL_TEXT_minus12V_TOO_LOW
textStatAlarm12vTooHigh,DCL_TEXT__12V_TOO_HIGH_STAT
textStatAlarmStopButton,DCL_TEXT_STOP_BUTTON_ALERT_STAT
textStatAlarmRbcWbProcessedTooLarge,DCL_TEXT_RBC_WB_PROCESSED_TOO_LARGE_STAT
textStatAlarmPwrSwitchBothFailed,DCL_TEXT_PWR_SWITCH_BOTH_FAILED_STAT
textStatAlarmLeakDetected,DCL_TEXT_LEAK_DETECTED_STAT
textAlarmBodyNoGraphicAcRatioHigh,DCL_TEXT_AC_RATIO_TOO_HIGH_ALARM
textAlarmBodyNoGraphicResFailure,DCL_TEXT_RESERVOIR_FAILED_T0
textStatAlarmLowLevelEarly,DCL_TEXT_LOW_LEVEL_SENSOR_SEEN_TOO_SOON_FAILURE_STAT
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_RBC_COLLECT_VOLUME_TOO_HIGH_ALARM_STAT
textStatAlarmHypovolemiaFailure,DCL_TEXT_DONOR_HYPOVOLEMIA_ALARM_STAT
textStatAlarmCassetteMovement,DCL_TEXT_INNAPROPRIATE_CASSETTE_MOVEMENT_STAT
textStatAlarmCollectValveFailure,DCL_TEXT_COLLECT_VALVE_FAILURE_STAT
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_COUNT_PRODUCT_STAT
textStatAlarmCalDetectorFailure,DCL_TEXT_RBC_DETECTOR_CAL_FAILURE_STAT
textAlarmBodyWithGraphicApsHigh00,DCL_TEXT_ACCESS_PRESSURE_TOO_HIGH
textStatAlarmPlasmaPumpPosition,DCL_TEXT_PLASMA_OUT_OF_POSITION_STAT
textStatAlarmAcPriorToPrime,DCL_TEXT_AC_DETECTED_PRIOR_TO_AC_PRIME_FAILURE_STAT
textStatAlarmTbvUnitsUnknown,DCL_TEXT_TBV_UNITS_UNKNOWN_STAT
