5.R String Id,5.2 String Id
textAlarmBodyNoGraphicAcPrimeFailure,DCL_TEXT_AC_PRIME_FAILURE
textStatAlarmDoorOpen,DCL_TEXT_DOOR_OPEN_ALERT_STAT
textAlarmBodyNoGraphic64vHigh,DCL_TEXT__64V_TOO_HIGH
textStatAlarmDonorTbvHigh,DCL_TEXT_DONOR_TBV_TOO_HIGH_STAT
textStatAlarmSwFault,DCL_TEXT_SW_FAULT_STAT
textAlarmBodyWithGraphicCpsHigh02,DCL_TEXT_CENTRIFUGE_PRESSURE_TOO_HIGH_02
textAlarmBodyNoGraphicTbvComparisonFailed,DCL_TEXT_TBV_COMPARISON_FAILED
textStatAlarmCpsHigh00,DCL_TEXT_CENTRIFUGE_PRESSURE_TOO_HIGH_STAT
textAlarmBodyNoGraphic10MinPause,DCL_TEXT_TEN_MINUTE_PAUSE_ALARM
textAlarmBodyNoGraphicWbProcessedHigh,DCL_TEXT_RBC_WB_PROCESSED_TOO_LARGE
textStatAlarmDonorHeightHigh,DCL_TEXT_DONOR_HEIGHT_TOO_HIGH_STAT
textStatAlarm24vTooLow,DCL_TEXT__24V_TOO_LOW_STAT
textStatAlarmResReturnAlert00,DCL_TEXT_RESERVOIR_RETURN_ALERT_STAT
textStatAlarmRbcPumpPosition,DCL_TEXT_RBC_OUT_OF_POSITION_STAT
textStatAlarmOcclusionDetected,DCL_TEXT_AC_OCCLUSION_DETECTED_STAT
textAlarmBodyNoGraphicDonorTbvLow,DCL_TEXT_DONOR_TBV_TOO_LOW
textStatAlarmAcRatioHigh,DCL_TEXT_AC_RATIO_TOO_HIGH_ALARM_STAT
textStatAlarm24vTooHigh,DCL_TEXT__24V_TOO_HIGH_STAT
textAlarmBodyNoGraphicDonorSexInvalid,DCL_TEXT_DONOR_SEX_INVALID
textAlarmBodyWithGraphicDisconnectTestFail01,DCL_TEXT_DISCONNECT_TEST_FAILURE_01
textAlarmBodyWithGraphicDisconnectTest01,DCL_TEXT_DISCONNECT_TEST_ALERT_01
textAlarmBodyWithGraphicDisconnectTestFail02,DCL_TEXT_DISCONNECT_TEST_FAILURE_02
textAlarmBodyWithGraphicDisconnectTest02,DCL_TEXT_DISCONNECT_TEST_ALERT_02
textStatAlarmRbcValveFailure,DCL_TEXT_RBC_VALVE_FAILURE_STAT
textStatAlarmInletReliefFailure,DCL_TEXT_FAILURE_TO_RELIEVE_PRESSURE_STAT
textAlarmBodyWithGraphicDisconnectTest03,DCL_TEXT_DISCONNECT_TEST_ALERT_03
textAlarmBodyWithGraphicDisconnectTestFail03,DCL_TEXT_DISCONNECT_TEST_FAILURE_03
textStatAlarm1MinPause,DCL_TEXT_ONE_MINUTE_PAUSE_ALERT_STAT
textStatAlarm1stDrawCycleShort,DCL_TEXT_FIRST_DRAW_CYCLE_TOO_SMALL_STAT
textStatAlarmAcRatioLow,DCL_TEXT_AC_RATIO_TOO_LOW_ALARM_STAT
textStatAlarmCentrifugeError,DCL_TEXT_CENTRIFUGE_ERROR_STAT
textStatAlarmCentrifugeShutdown,DCL_TEXT_CENTRIFUGE_SHUTDOWN_FAILURE_STAT
textAlarmBodyNoGraphic24vHigh,DCL_TEXT__24V_TOO_HIGH
textStatAlarmReturnPumpSpeed,DCL_TEXT_RETURN_PUMP_SPEED_ALARM_RB_STAT
textAlarmBodyNoGraphicHypovolemia,DCL_TEXT_HYPOVOLEMIA_ALERT
textStatAlarmResReturnAlert01,DCL_TEXT_RESERVOIR_RETURN_ALERT_STAT_01
textStatAlarmPauseButton,DCL_TEXT_PAUSE_BUTTON_ALERT_STAT
textAlarmBodyNoGraphicPlasmaOutOfPosition,DCL_TEXT_PLASMA_OUT_OF_POSITION
textStatAlarm1stCycleEarly,DCL_TEXT_FIRST_CYCLE_SEEN_TO_SOON_ALERT_STAT
textAlarmBodyNoGraphicAcInfusionHigh,DCL_TEXT_AC_INFUSION_HIGH_ALARM
textStatAlarmValveMovementFailure,DCL_TEXT_FAILURE_TO_MOVE_VALVE_STAT
textStatAlarmSafetyT1Failure,DCL_TEXT_SAFETY_T1_FAILURE_STAT
textStatAlarmPowerTestFailure,DCL_TEXT_POWER_TEST_FAILURE_STAT
textStatAlarmDisconnectFailure00,DCL_TEXT_DISCONNECT_TEST_FAILURE_STAT
textStatAlarm64vTooLow,DCL_TEXT__64V_TOO_LOW_STAT
textAlarmBodyNoGraphic64vLow,DCL_TEXT__64V_TOO_LOW
textStatAlarmUnloadingBagCassettePosition,DCL_TEXT_UNLOADING_BAD_CASSETTTE_POSITION_STAT
textAlarmBodyNoGraphicPwrSwitchBothFailure,DCL_TEXT_PWR_SWITCH_BOTH_FAILED
textStatAlarmPauseSwFailure,DCL_TEXT_PAUSE_SW_FAILED_STAT
textAlarmBodyNoGraphicAcPumpMovement,DCL_TEXT_INAPPROPRIATE_AC_PUMP_MOVEMENT
textStatAlarmApsHigh00,DCL_TEXT_ACCESS_PRESSURE_TOO_HIGH_STAT
textStatAlarmSpilloverDetected,DCL_TEXT_SPILLOVER_DETECTED_STAT
textStatAlarmDonorSexInvalid,DCL_TEXT_DONOR_SEX_INVALID_STAT
textStatAlarmStateTransitionInvalid,DCL_TEXT_STATE_TRANSITION_INVALID_STAT
textAlarmBodyWithGraphicApsLow00,DCL_TEXT_ACCESS_PRESSURE_TOO_LOW
textStatAlarmDonorHeightLow,DCL_TEXT_DONOR_HEIGHT_TOO_LOW_STAT
textStatAlarmStopSwFailure,DCL_TEXT_STOP_SW_FAILED_STAT
textStatAlarm10MinPause,DCL_TEXT_TEN_MINUTE_PAUSE_ALERT_STAT
textStatAlarm10MinPauseFailure,DCL_TEXT_TEN_MINUTE_PAUSE_ALARM_STAT
textStatAlarmDisconnectFailure01,DCL_TEXT_DISCONNECT_TEST_FAILURE_STAT_01
textStatAlarmDisconnectFailure02,DCL_TEXT_DISCONNECT_TEST_FAILURE_STAT_02
textStatAlarmDisconnectFailure03,DCL_TEXT_DISCONNECT_TEST_FAILURE_STAT_03
textAlarmBodyNoGraphicDonorWeightHigh,DCL_TEXT_DONOR_WEIGHT_TOO_HIGH
textAlarmBodyWithGraphicApsHigh01,DCL_TEXT_ACCESS_PRESSURE_TOO_HIGH_01
textStatAlarmAcInfusionHigh,DCL_TEXT_AC_INFUSION_HIGH_ALARM_STAT
textStatAlarmHctRangeError,DCL_TEXT_DONOR_HCT_RANGE_ERROR_STAT
textAlarmBodyWithGraphicApsHigh02,DCL_TEXT_ACCESS_PRESSURE_TOO_HIGH_02
textAlarmBodyWithGraphicApsLow01,DCL_TEXT_ACCESS_PRESSURE_TOO_LOW_01
textStatAlarmTbvComparisonFailed,DCL_TEXT_TBV_COMPARISON_FAILED_STAT
textAlarmBodyWithGraphicApsHigh03,DCL_TEXT_ACCESS_PRESSURE_TOO_HIGH_03
textAlarmBodyWithGraphicApsLow02,DCL_TEXT_ACCESS_PRESSURE_TOO_LOW_02
textStatAlarmDonorWeightHigh,DCL_TEXT_DONOR_WEIGHT_TOO_HIGH_STAT
textStatAlarmPumpOverspeedCommand,DCL_TEXT_PUMP_OVERSPEED_COMMAND_FAILURE_STAT
textAlarmBodyWithGraphicApsLow03,DCL_TEXT_ACCESS_PRESSURE_TOO_LOW_03
textStatAlarmInletPressureFailure00,DCL_TEXT_FAILURE_TO_PRESSURIZE_INLET_STAT
textAlarmBodyWithGraphicApsLow04,DCL_TEXT_ACCESS_PRESSURE_TOO_LOW_04
textStatAlarmApsLow00,DCL_TEXT_ACCESS_PRESSURE_TOO_LOW_STAT
textStatAlarmDoorLatchError,DCL_TEXT_DOOR_LOCK_ALERT_STAT
textAlarmBodyNoGraphicRbcOutOfPosition,DCL_TEXT_RBC_OUT_OF_POSITION
textAlarmBodyNoGraphicDonorHypovolemiaFailure,DCL_TEXT_DONOR_HYPOVOLEMIA_ALARM
textStatAlarmAcDuringReturn,DCL_TEXT_AC_ON_DURING_RETURN_STAT
textStatAlarmDonorTbvLow,DCL_TEXT_DONOR_TBV_TOO_LOW_STAT
textAlarmBodyNoGraphicDonorPrecountRange,DCL_TEXT_DONOR_PRECOUNT_RANGE_ERROR
textStatAlarmPumpRpmCommand,DCL_TEXT_PUMP_RPM_COMMAND_FAILURE_STAT
textAlarmBodyNoGraphicLowLevelPriorToExpected,DCL_TEXT_LOW_LEVEL_DETECTED_PRIOR_TO_EXPECTED
textStatAlarmApsLow01,DCL_TEXT_ACCESS_PRESSURE_TOO_LOW_STAT_01
textAlarmBodyNoGraphicCentSpinDoorUnlocked,DCL_TEXT_DOOR_NOT_LOCKED_CENTRIFUGE_SPINNING
textAlarmBodyNoGraphicPltConcLow,DCL_TEXT_PLATELET_CONCENTRATION_LOW_ALERT
textStatAlarmPltConcLow,DCL_TEXT_PLATELET_CONCENTRATION_LOW_ALERT_STAT
textAlarmBodyNoGraphicCassetteUnrecognized,DCL_TEXT_CASSETTE_UNRECOGNIZED_ALERT
textStatAlarmCassetteNotRecognized,DCL_TEXT_CASSETTE_UNRECOGNIZED_ALERT_STAT
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_CASSETTE_INVALID_FOR_PROCEDURE_ALERT
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_CASSETTE_INVALID_FOR_PROCEDURE_ALERT_STAT
textCfgColLabelCfgRbcDose,DCL_TEXT_CFG_RBC_RBC_DOSE
textCfgColLabelCfgRbcCrit,DCL_TEXT_CFG_RBC_CRIT_RBC_PRODUCT
TEXT_CFG_EQUAL_SIGN_RBC,DCL_TEXT_CFG_EQUAL_SIGN
TEXT_CFG_MULTI_SIGN_RBC,DCL_TEXT_CFG_MULTIPLY_SIGN
TEXT_CFG_EQUAL_SIGN_SDP,DCL_TEXT_CFG_EQUAL_SIGN
TEXT_CFG_MULTIPLY_SIGN_SDP,DCL_TEXT_CFG_MULTIPLY_SIGN
TEXT_CFG_EQUAL_SIGN_DPP,DCL_TEXT_CFG_EQUAL_SIGN
TEXT_CFG_MULTIPLY_SIGN_DPP,DCL_TEXT_CFG_MULTIPLY_SIGN
TEXT_CFG_EQUAL_SIGN_TPP,DCL_TEXT_CFG_EQUAL_SIGN
TEXT_CFG_MULTIPLY_SIGN_TPP,DCL_TEXT_CFG_MULTIPLY_SIGN
textListboxItemCfgDateDay,DCL_TEXT_CFG_DATE_DAY
textStatCfgPltConcRange,DCL_TEXT_CFG_PLATELET_CONCENTRATION_ALERT
textListboxItemCfgBloodTypeOpOnApAn,DCL_TEXT_CFG_BLOOD_TYPE_OP_ON_AP_AN
textListboxItemCfgBloodTypeOnOp,DCL_TEXT_CFG_BLOOD_TYPE_ON_OP
textListboxItemCfgBloodTypeOnAn,DCL_TEXT_CFG_BLOOD_TYPE_ON_AN
textListboxItemCfgBloodTypeAnAp,DCL_TEXT_CFG_BLOOD_TYPE_AN_AP
textListboxItemCfgBloodTypeBnBp,DCL_TEXT_CFG_BLOOD_TYPE_BN_BP
textMiscBloodTypeAnBnApBp,DCL_TEXT_CFG_BLOOD_TYPE_AN_BN_AP_BP
textButtonLabelCfgLeftDonPostPlat,DCL_TEXT_CFG_DONOR_POST_PLAT
textStatLoadSet,DCL_TEXT_LOAD_TUBING_SET
textMiscTrimaVersion,DCL_TEXT_PWRUP_VERSION
textStatAlarmMaintainDonorAccessError,DCL_TEXT_MAINTAIN_DONOR_ACCESS_ALERT_STAT
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_PLATELET_VOLUME_ALERT
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_PLATELET_VOLUME_ALERT_STAT
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_RBC_VOLUME_ALERT
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_RBC_VOLUME_ALERT_STAT
textButtonAlarmUnload,DCL_TEXT_ALARM_UNLOAD_BTN
textButtonAlarmAdjust,DCL_TEXT_ALARM_ADJUST_BTN
textButtonFlagPltConc,DCL_TEXT_PLATELET_CONCENTRATION_OUT_OF_RANGE_ALERT_STAT
TEXT_SERV_MAIN_BTN,DCL_TEXT_SERV_MAIN_BTN
textMiscServiceDontConnectDonor,DCL_TEXT_SERV_TITLE
textMiscServiceStarted,DCL_TEXT_SERV_CONNECTED
textAlarmBodyNoGraphicPowerFail,DCL_TEXT_POWERFAIL_ALERT
textStatAlarmPowerFailureAlert,DCL_TEXT_POWERFAIL_ALERT_STAT
textAlarmBodyNoGraphicLowPltConc,DCL_TEXT_LOW_PLATELET_CONCENTRATION_ALERT
textStatAlarmLowPltConc,DCL_TEXT_LOW_PLATELET_CONCENTRATION_ALERT_STAT
textStatRbcVolRange,DCL_TEXT_RBC_VOLUME_RANGE_ERROR
TEXT_CFG_LANG_DUTCH,DCL_TEXT_CFG_LANG_DUTCH
textMiscServiceMachineOnTime,DCL_TEXT_HOUR_METER_LABEL
textMiscServiceCentrifugeOnTime,DCL_TEXT_CENTRIFUGE_METER_LABEL
textMiscServiceNumberOfRuns,DCL_TEXT_NO_OF_RUNS_METER_LABEL
textEmptyFormatServiceIpAddressInit,DCL_TEXT_EMPTY
textEmptyFormatServiceSerialNumInit,DCL_TEXT_EMPTY
textEmptyFormatServiceHourMeter,DCL_TEXT_HOUR_METER
textEmptyFormatServiceCentrifugeMeter,DCL_TEXT_CENTRIFUGE_METER
textEmptyFormatServiceNumRunsMeter,DCL_TEXT_NO_OF_RUNS_METER
textEmptyFormatDonDlDonorNameInit,DCL_TEXT_BLANK
textEmptyFormatDonDlDobInit,DCL_TEXT_BLANK
textEmptyFormatDonDlGenderInit,DCL_TEXT_BLANK
textMiscDonDlDataGenderMale,DCL_TEXT_DONDL_DONOR_GENDER_MALE_INIT
textMiscDonDlDataGenderFemale,DCL_TEXT_DONDL_DONOR_GENDER_FEMALE_INIT
textEmptyFormatDonDlHeightInit,DCL_TEXT_BLANK
textEmptyFormatDonDlWeightInit,DCL_TEXT_BLANK
textEmptyFormatDonDlBloodTypeInit,DCL_TEXT_BLANK
textEmptyFormatDonDlHctInit,DCL_TEXT_BLANK
textMiscDonDlDataPltYield,DCL_TEXT_DONDL_DONOR_PLATELET_INIT
textDataLabelDonDlNameAndDob,DCL_TEXT_DONDL_NAME_DOB_LABEL
textDataLabelDonDlGender,DCL_TEXT_DONDL_GENDER_LABEL
textDataLabelDonDlHeight,DCL_TEXT_DONDL_HEIGHT_LABEL
textDataLabelDonDlWeight,DCL_TEXT_DONDL_WEIGHT_LABEL
textDataLabelDonDlTbv,DCL_TEXT_DONDL_TBV_LABEL
textDataLabelDonDlBloodType,DCL_TEXT_DONDL_BTYPE_LABEL
textDataLabelDonDlHct,DCL_TEXT_DONDL_HCT_LABEL
textDataLabelDonDlPltPrecount,DCL_TEXT_DONDL_PLATELET_LABEL
textButtonLongConfirmInfo,DCL_TEXT_DONDL_CONFIRM_INFO_BTN
textDataUnitsDonDlInches,DCL_TEXT_DONDL_HEIGHT_UNITS_IN
textDataUnitsDonDlFeet,DCL_TEXT_DONDL_HEIGHT_UNITS_FT
textDataUnitsDonDlCm,DCL_TEXT_DONDL_HEIGHT_UNITS_CM
textDataUnitsDonDlLbs,DCL_TEXT_DONDL_WEIGHT_UNITS_LBS
textDataUnitsDonDlKg,DCL_TEXT_DONDL_WEIGHT_UNITS_KG
textDataUnitsDonDlHct,DCL_TEXT_DONDL_HEMATOCRIT_UNITS
textDataUnitsDonDlPltPrecount,DCL_TEXT_DONDL_PLATELET_PRECOUNT_UNITS
textButtonLabelCfgLeftProcRbcRatio,DCL_TEXT_CFG_RBC_RATIO
textListboxItemCfgRbcRatio814,DCL_TEXT_CFG_RBC_RATIO_814
textListboxItemCfgRbcRatio11,DCL_TEXT_CFG_RBC_RATIO_11
textButtonCfgRepFluidRbc,DCL_TEXT_CFG_RBC_REPLACE_FLUID
textListboxItemCfgSalineYes,DCL_TEXT_CFG_RBC_REPLACE_FLUID_YES
textListboxItemCfgSalineNo,DCL_TEXT_CFG_RBC_REPLACE_FLUID_NO
textButtonLabelCfgTopRepFluidPercent,DCL_TEXT_CFG_RBC_REPLACE_FLUID_PERCENT
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_SYSD_DONINFO_AP2
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_PERFORMING_AP2_XMIT
textStatAwaitingAp2Xmit,DCL_TEXT_AWAITING_AP2_XMIT
textEmptyFormatCatButton,DCL_TEXT_BLANK
textMiscBarcodeMoreCategoriesElipses,DCL_TEXT_MORE_CATEGORIES
textMiscBarcodeVerticalSpacer,DCL_TEXT_CATEGORY_BTN_CRS
textEmptyFormatBarcodeScan,DCL_TEXT_BLANK
textStatBarcodeScanOverrun,DCL_TEXT_BARCODE_SCAN_OVERRUN
textStatBarcodeBadScan,DCL_TEXT_BARCODE_BAD_SCAN
textStatBarcodeSegDupe,DCL_TEXT_BARCODE_SEGMENT_DUPLICATE
textStatBarcode2ManyScans,DCL_TEXT_BARCODE_TOO_MANY_SCANS
textStatBarcodeDeletionDisallowed,DCL_TEXT_BARCODE_DELETION_DISALLOWED
textMiscBarcodeInputLabel,DCL_TEXT_BARCODE_INPUT_LABEL
textStatBarcodeMoveInput,DCL_TEXT_BARCODE_MOVE_INPUT_STAT
textStatBarcodeReview,DCL_TEXT_BARCODE_REVIEW_STAT
textButtonBarcodeInputClear,DCL_TEXT_BARCODE_INPUT_CLEAR
textButtonBarcodeCategoryClear,DCL_TEXT_BARCODE_CATEGORY_CLEAR
textButtonCategoryRankSwitch,DCL_TEXT_BARCODE_RANK_SWITCH
textButtonLabelCfgTopDonVolLimWeightSettingLb,DCL_TEXT_CFG_DONOR_WEIGHT_SETTING_LB
textButtonLabelCfgTopDonVolLimWeightSettingKg,DCL_TEXT_CFG_DONOR_WEIGHT_SETTING_KG
textButtonLabelCfgLeftMachTime,DCL_TEXT_TIME
textButtonLabelCfgLeftMachDate,DCL_TEXT_DATE
textButtonLabelCfgLeftDonMaxDrawFlow,DCL_TEXT_MAX_DRAW_FLOW
textButtonLabelCfgLeftDonPostCrit,DCL_TEXT_CFG_DONOR_POST_CRIT
textStatAlarmValveLedError,DCL_TEXT_VALVE_LED_ERROR_STAT
textMiscSplashProductDescription,DCL_TEXT_PWRUP_PROD_DESCRIPTION
textButtonLabelCfgLeftProcCustomRatio,DCL_TEXT_CFG_PROC_CUSTOM_RATIO
textButtonCfgBodyWeight,DCL_TEXT_CFG_BODY_WEIGHT
textCfgScreenLabelVolLim,DCL_TEXT_CFG_VOLUME_LIMITS
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_CFG_VOLUME_LIMITS_TITLE
textButtonCfgNonDisplayedNumber,DCL_TEXT_CFG_NON_DISPLAYED_NUMBER
textMiscCfgNoVolLimSelected,DCL_TEXT_CFG_NO_VOLUME_LIMIT_SELECTED
textButtonLabelCfgLeftRbcSplitAlert,DCL_TEXT_CFG_DRBC_ALERT
textButtonLabelCfgLeftDonInletMgmt,DCL_TEXT_CFG_INLET_MANAGEMENT
textButtonLabelCfgLeftDonReturnMgmt,DCL_TEXT_CFG_RETURN_MANAGEMENT
textButtonLabelCfgLeftDonInletFlowRamp,DCL_TEXT_CFG_INLET_FLOW_RAMP
textCfgColLabelCfgDonVolMode,DCL_TEXT_CFG_VOLUME_MODE
textMiscRunProcDate,DCL_TEXT_RUNPROC_DATE
textAlarmBodyNoGraphicTooManyDrawAlerts,DCL_TEXT_TOO_MANY_DRAW_ALERTS
textStatAlarmTooManyDrawAlerts,DCL_TEXT_TOO_MANY_DRAW_ALERTS_STAT
textAlarmBodyNoGraphicTooManyReturnAlerts,DCL_TEXT_TOO_MANY_RETURN_ALERTS
textStatAlarmTooManyReturnAlerts,DCL_TEXT_TOO_MANY_RETURN_ALERTS_STAT
textButtonLabelCfgLeftRbcYsf,DCL_TEXT_CFG_RBC_YIELD_SCALING_FACTOR
textEmptyFormatCfgRbcVolData,DCL_TEXT_CFG_RBC_VOLUME_DATA
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_CFG_RBC_YSF_DATA
TEXT_RS2LAB_LEUKOREDUCED,DCL_TEXT_RS2LAB_LEUKOREDUCED
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_RS2LAB_PLATELET_PRODUCT
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_RS2LAB_PLASMA_PRODUCT
textButtonFlagPltWbcs,DCL_TEXT_COUNT_PLATELET_PRODUCT_STAT
textButtonFlagPlasWbcs,DCL_TEXT_COUNT_PLASMA_PRODUCT_STAT
textButtonFlagPltYieldVol,DCL_TEXT_VERIFY_PLATELET_YIELD_AND_VOLUME_STAT
textButtonFlagPlasVol,DCL_TEXT_VERIFY_PLASMA_VOLUME_STAT
textButtonFlagRbcHctVol,DCL_TEXT_VERIFY_RBC_PRODUCT_STAT
textProdVerifReasonRbcSpillover,DCL_TEXT_REASON_RBC_SPILLOVER
textProdVerifReasonCentrifugeStopped,DCL_TEXT_REASON_CENTRIFUGE_STOPPED
textProdVerifReasonRbcDetectorError,DCL_TEXT_REASON_RBC_DETECTOR_ERROR
textProdVerifReasonHighPltConc,DCL_TEXT_REASON_HIGH_PLATELET_CONCENTRATION
textProdVerifReasonHighDeltaHct,DCL_TEXT_REASON_HIGH_DELTA_HCT
textProdVerifReasonAirBlockRecovery,DCL_TEXT_REASON_AIR_BLOCK_RECOVERY
textProdVerifReasonHctHigh,DCL_TEXT_REASON_HIGH_HCT
textProdVerifReasonLargeVolProcessed,DCL_TEXT_REASON_LARGE_VOLUME_PROCESSED
textProdVerifReasonPltContamDetected,DCL_TEXT_REASON_PLATELET_CONTAMINANT_DETECTION
textProdVerifReasonRunEndedEarly,DCL_TEXT_REASON_RUN_ENDED_EARLY
textProdVerifReasonLowPltConc,DCL_TEXT_REASON_LOW_CONCENTRATION
textProdVerifReasonTargetVolumesNotAchieved,DCL_TEXT_REASON_LATE_ADJUSTMENTS
textProdVerifReasonPltConcUnder1000,DCL_TEXT_REASON_PLATELET_CONCENTRATION_LT
textProdVerifReasonPltConcOver2100,DCL_TEXT_REASON_PLATELET_CONCENTRATION_GT
textMiscRunsumProdMoreInfo,DCL_TEXT_TOUCH_FOR_MORE_INFO
textProdVerifReasonHeaderPltWbcs,DCL_TEXT_COUNT_PLATELET_PRODUCT_HEADER
textProdVerifReasonHeaderPlasWbcs,DCL_TEXT_COUNT_PLASMA_PRODUCT_HEADER
textProdVerifReasonHeaderPltYieldVol,DCL_TEXT_VERIFY_PLATELET_YIELD_AND_VOLUME_HEADER
textProdVerifReasonHeaderPlasVol,DCL_TEXT_VERIFY_PLASMA_VOLUME_HEADER
textProdVerifReasonHeaderRbcProduct,DCL_TEXT_VERIFY_RBC_PRODUCT_HEADER
textProdVerifReasonHeaderPltConc,DCL_TEXT_VERIFY_PLATELET_CONCENTRATION_HEADER
textListboxItemCfgBloodTypeOpOnAn,DCL_TEXT_CFG_BLOOD_TYPE_OP_ON_AN
textListboxItemCfgBloodTypeOpOnBpBn,DCL_TEXT_CFG_BLOOD_TYPE_OP_ON_BP_BN
textListboxItemCfgBloodTypeOpOnApAnBpBn,DCL_TEXT_CFG_BLOOD_TYPE_OP_ON_AP_AN_BP_BN
textListboxItemCfgBloodTypeOpOnApAnBn,DCL_TEXT_CFG_BLOOD_TYPE_OP_ON_AP_AN_BN
textListboxItemCfgBloodTypeApAnBpBnAbpAbn,DCL_TEXT_CFG_BLOOD_TYPE_AP_AN_BP_BN_ABP_ABN
textListboxItemCfgBloodTypeAbpAbn,DCL_TEXT_CFG_BLOOD_TYPE_ABP_ABN
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_RESERVOIR_DRAW_ALERT_RBC_PL
textStatDrbcSplitAlert,DCL_TEXT_DRBC_SPLIT_ALERT_STAT
textStatValueOutOfRange,DCL_TEXT_VALUE_OUT_OF_RANGE
textStatAdjustingPltConc,DCL_TEXT_ADJUSTING_PLATELET_CONCENTRATION
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_CFG_PROC_RINSE_PROTOCOL
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_CFG_PROC_RINSE_PLASMA
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_CFG_PROC_RINSE_NORMAL
textListboxItemCfgPlsProc1,DCL_TEXT_CFG_PLS_1
textListboxItemCfgPlsProc2,DCL_TEXT_CFG_PLS_2
textListboxItemCfgPlsProc3,DCL_TEXT_CFG_PLS_3
textListboxItemCfgPlsProc4,DCL_TEXT_CFG_PLS_4
textListboxItemCfgPlsProc5,DCL_TEXT_CFG_PLS_5
textListboxItemCfgPlsProc6,DCL_TEXT_CFG_PLS_6
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_CFG_PLS_MIN
*** NO EQUIVALENT IN 5.R ***,DCL_TEXT_CFG_PLS_MAX
textMiscCfrOpIdLabel,DCL_TEXT_CFR_OP_ID_LABEL
textEmptyFormatCfrOpId,DCL_TEXT_BLANK
textButtonCfrSelected,DCL_TEXT_CFR_SELECTED_BTN
textEmptyFormatCfrList1Button,DCL_TEXT_BLANK
textEmptyFormatCfrList2Button,DCL_TEXT_BLANK
textEmptyFormatCfrList3Button,DCL_TEXT_BLANK
textEmptyFormatCfrList4Button,DCL_TEXT_BLANK
textButtonLongCfrEnterLater,DCL_TEXT_CFR_CONTINUE_BTN
textEmptyFormatCfrTimeOfDay,DCL_TEXT_BLANK
textDataUnitsCfrAm,DCL_TEXT_CFR_TIME_UNITS_AM
textDataUnitsCfrPm,DCL_TEXT_CFR_TIME_UNITS_PM
textDataUnitsCfrAt,DCL_TEXT_CFR_TIME_UNITS_AT
textMiscCfrTimeDelim,DCL_TEXT_CFR_TIME_UNITS_DELIMITER
textMiscCfrCommaDelim,DCL_TEXT_CFR_COMMA_DELIMITER
textMiscCfrActionDrawUp,DCL_TEXT_CFR_DRAW_FLOW_UP
textMiscCfrActionDrawDown,DCL_TEXT_CFR_DRAW_FLOW_DOWN
textMiscCfrActionReturnUp,DCL_TEXT_CFR_RETURN_FLOW_UP
textMiscCfrActionReturnDown,DCL_TEXT_CFR_RETURN_FLOW_DOWN
textMiscCfrActionAcReactionUp,DCL_TEXT_CFR_AC_REACTION_UP
textMiscCfrActionAcReactionDown,DCL_TEXT_CFR_AC_REACTION_DOWN
textMiscCfrActionClumpingUp,DCL_TEXT_CFR_CLUMPING_UP
textMiscCfrActionClumpingDown,DCL_TEXT_CFR_CLUMPING_DOWN
textMiscCfrDonInfoHeight,DCL_TEXT_CFR_HEIGHT
textMiscCfrDonInfoWeight,DCL_TEXT_CFR_WEIGHT
textDataUnitsCfrFeet,DCL_TEXT_CFR_HEIGHT_UNITS_FT
textDataUnitsCfrInches,DCL_TEXT_CFR_HEIGHT_UNITS_IN
textDataUnitsCfrCm,DCL_TEXT_CFR_HEIGHT_UNITS_CM
textDataUnitsCfrLbs,DCL_TEXT_CFR_WEIGHT_UNITS_LBS
textDataUnitsCfrKg,DCL_TEXT_CFR_WEIGHT_UNITS_KG
textDataCfrBloodType,DCL_TEXT_CFR_BLOOD_TYPE
